"Id","DateAware","DateSubmitted","DataBreachCause","DateStart","DateEnd","Name","CyberattackType","WashingtoniansAffected","IndustryType","BusinessType","InformationType","Year","WashingtoniansAffectedRange","BreachLifecycleRange","EntityState"
"9,690","2017 Feb 06 12:00:00 AM","2017 Apr 04 12:00:00 AM","Cyberattack","2016-02-26T00:00:00","2016-12-05T00:00:00","Tempur-Pedic","Malware","7366","Business","Manufacturing","Name","2017","1,000-9,999","300-399",
"9,689","2017 Feb 10 12:00:00 AM","2017 Mar 27 12:00:00 AM","Cyberattack",,,"Easy Breathe, Inc.","Unclear/unknown","2034","Business","Other","Other","2017","1,000-9,999","Unknown",
"9,689","2017 Feb 10 12:00:00 AM","2017 Mar 27 12:00:00 AM","Cyberattack",,,"Easy Breathe, Inc.","Unclear/unknown","2034","Business","Other","Financial & Banking Information","2017","1,000-9,999","Unknown",
"9,689","2017 Feb 10 12:00:00 AM","2017 Mar 27 12:00:00 AM","Cyberattack",,,"Easy Breathe, Inc.","Unclear/unknown","2034","Business","Other","Name","2017","1,000-9,999","Unknown",
"9,688","2017 Feb 03 12:00:00 AM","2017 Mar 17 12:00:00 AM","Cyberattack","2016-10-20T00:00:00","2016-10-20T00:00:00","People for People","Other","821","Non-Profit/Charity",,"Other","2017","500-999","100-199",
"9,688","2017 Feb 03 12:00:00 AM","2017 Mar 17 12:00:00 AM","Cyberattack","2016-10-20T00:00:00","2016-10-20T00:00:00","People for People","Other","821","Non-Profit/Charity",,"Medical Information","2017","500-999","100-199",
"9,688","2017 Feb 03 12:00:00 AM","2017 Mar 17 12:00:00 AM","Cyberattack","2016-10-20T00:00:00","2016-10-20T00:00:00","People for People","Other","821","Non-Profit/Charity",,"Full Date of Birth","2017","500-999","100-199",
"9,688","2017 Feb 03 12:00:00 AM","2017 Mar 17 12:00:00 AM","Cyberattack","2016-10-20T00:00:00","2016-10-20T00:00:00","People for People","Other","821","Non-Profit/Charity",,"Financial & Banking Information","2017","500-999","100-199",
"9,688","2017 Feb 03 12:00:00 AM","2017 Mar 17 12:00:00 AM","Cyberattack","2016-10-20T00:00:00","2016-10-20T00:00:00","People for People","Other","821","Non-Profit/Charity",,"Driver's License or Washington ID Card Number","2017","500-999","100-199",
"9,688","2017 Feb 03 12:00:00 AM","2017 Mar 17 12:00:00 AM","Cyberattack","2016-10-20T00:00:00","2016-10-20T00:00:00","People for People","Other","821","Non-Profit/Charity",,"Social Security Number","2017","500-999","100-199",
"9,688","2017 Feb 03 12:00:00 AM","2017 Mar 17 12:00:00 AM","Cyberattack","2016-10-20T00:00:00","2016-10-20T00:00:00","People for People","Other","821","Non-Profit/Charity",,"Name","2017","500-999","100-199",
"9,687","2017 Feb 13 12:00:00 AM","2017 Mar 16 12:00:00 AM","Unauthorized Access","2017-02-11T00:00:00","2017-02-13T00:00:00","Northwest Christian Schools, Inc.",,"526","Education",,"Other","2017","500-999","1-99",
"9,687","2017 Feb 13 12:00:00 AM","2017 Mar 16 12:00:00 AM","Unauthorized Access","2017-02-11T00:00:00","2017-02-13T00:00:00","Northwest Christian Schools, Inc.",,"526","Education",,"Full Date of Birth","2017","500-999","1-99",
"9,687","2017 Feb 13 12:00:00 AM","2017 Mar 16 12:00:00 AM","Unauthorized Access","2017-02-11T00:00:00","2017-02-13T00:00:00","Northwest Christian Schools, Inc.",,"526","Education",,"Financial & Banking Information","2017","500-999","1-99",
"9,687","2017 Feb 13 12:00:00 AM","2017 Mar 16 12:00:00 AM","Unauthorized Access","2017-02-11T00:00:00","2017-02-13T00:00:00","Northwest Christian Schools, Inc.",,"526","Education",,"Social Security Number","2017","500-999","1-99",
"9,687","2017 Feb 13 12:00:00 AM","2017 Mar 16 12:00:00 AM","Unauthorized Access","2017-02-11T00:00:00","2017-02-13T00:00:00","Northwest Christian Schools, Inc.",,"526","Education",,"Name","2017","500-999","1-99",
"9,686","2017 Feb 06 12:00:00 AM","2017 Mar 10 12:00:00 AM","Unauthorized Access","2016-02-26T00:00:00","2016-12-05T00:00:00","Bambeco Inc.",,"2176","Business","Home","Other","2017","1,000-9,999","300-399",
"9,686","2017 Feb 06 12:00:00 AM","2017 Mar 10 12:00:00 AM","Unauthorized Access","2016-02-26T00:00:00","2016-12-05T00:00:00","Bambeco Inc.",,"2176","Business","Home","Financial & Banking Information","2017","1,000-9,999","300-399",
"9,686","2017 Feb 06 12:00:00 AM","2017 Mar 10 12:00:00 AM","Unauthorized Access","2016-02-26T00:00:00","2016-12-05T00:00:00","Bambeco Inc.",,"2176","Business","Home","Name","2017","1,000-9,999","300-399",
"9,685","2017 Feb 06 12:00:00 AM","2017 Mar 08 12:00:00 AM","Cyberattack","2016-02-26T00:00:00","2016-12-05T00:00:00","Atlantic Cigar","Malware","803","Business","Retail","Other","2017","500-999","300-399",
"9,685","2017 Feb 06 12:00:00 AM","2017 Mar 08 12:00:00 AM","Cyberattack","2016-02-26T00:00:00","2016-12-05T00:00:00","Atlantic Cigar","Malware","803","Business","Retail","Financial & Banking Information","2017","500-999","300-399",
"9,685","2017 Feb 06 12:00:00 AM","2017 Mar 08 12:00:00 AM","Cyberattack","2016-02-26T00:00:00","2016-12-05T00:00:00","Atlantic Cigar","Malware","803","Business","Retail","Name","2017","500-999","300-399",
"9,684","2017 Feb 06 12:00:00 AM","2017 Mar 08 12:00:00 AM","Cyberattack","2016-12-14T00:00:00","2017-02-06T00:00:00","prAna","Malware","18172","Business","Clothing","Other","2017","10,000-49,999","1-99",
"9,684","2017 Feb 06 12:00:00 AM","2017 Mar 08 12:00:00 AM","Cyberattack","2016-12-14T00:00:00","2017-02-06T00:00:00","prAna","Malware","18172","Business","Clothing","Username and Password/Security Question Answers","2017","10,000-49,999","1-99",
"9,684","2017 Feb 06 12:00:00 AM","2017 Mar 08 12:00:00 AM","Cyberattack","2016-12-14T00:00:00","2017-02-06T00:00:00","prAna","Malware","18172","Business","Clothing","Financial & Banking Information","2017","10,000-49,999","1-99",
"9,684","2017 Feb 06 12:00:00 AM","2017 Mar 08 12:00:00 AM","Cyberattack","2016-12-14T00:00:00","2017-02-06T00:00:00","prAna","Malware","18172","Business","Clothing","Name","2017","10,000-49,999","1-99",
"9,683","2017 Feb 22 12:00:00 AM","2017 Mar 07 12:00:00 AM","Unauthorized Access","2017-02-22T00:00:00","2017-02-22T00:00:00","Russell Investments",,"1291","Finance",,"Other","2017","1,000-9,999","0",
"9,683","2017 Feb 22 12:00:00 AM","2017 Mar 07 12:00:00 AM","Unauthorized Access","2017-02-22T00:00:00","2017-02-22T00:00:00","Russell Investments",,"1291","Finance",,"Health Insurance Policy or ID Number","2017","1,000-9,999","0",
"9,683","2017 Feb 22 12:00:00 AM","2017 Mar 07 12:00:00 AM","Unauthorized Access","2017-02-22T00:00:00","2017-02-22T00:00:00","Russell Investments",,"1291","Finance",,"Full Date of Birth","2017","1,000-9,999","0",
"9,683","2017 Feb 22 12:00:00 AM","2017 Mar 07 12:00:00 AM","Unauthorized Access","2017-02-22T00:00:00","2017-02-22T00:00:00","Russell Investments",,"1291","Finance",,"Social Security Number","2017","1,000-9,999","0",
"9,683","2017 Feb 22 12:00:00 AM","2017 Mar 07 12:00:00 AM","Unauthorized Access","2017-02-22T00:00:00","2017-02-22T00:00:00","Russell Investments",,"1291","Finance",,"Name","2017","1,000-9,999","0",
"9,682","2017 Feb 06 12:00:00 AM","2017 Mar 06 12:00:00 AM","Cyberattack","2016-02-26T00:00:00","2016-12-05T00:00:00","West Music Company","Malware","1495","Business","Retail","Other","2017","1,000-9,999","300-399",
"9,682","2017 Feb 06 12:00:00 AM","2017 Mar 06 12:00:00 AM","Cyberattack","2016-02-26T00:00:00","2016-12-05T00:00:00","West Music Company","Malware","1495","Business","Retail","Financial & Banking Information","2017","1,000-9,999","300-399",
"9,682","2017 Feb 06 12:00:00 AM","2017 Mar 06 12:00:00 AM","Cyberattack","2016-02-26T00:00:00","2016-12-05T00:00:00","West Music Company","Malware","1495","Business","Retail","Name","2017","1,000-9,999","300-399",
"9,681","2017 Feb 06 12:00:00 AM","2017 Feb 25 12:00:00 AM","Cyberattack","2016-02-26T00:00:00","2016-12-05T00:00:00","Movie Mars, Inc.","Malware","524","Business","Retail","Other","2017","500-999","300-399",
"9,681","2017 Feb 06 12:00:00 AM","2017 Feb 25 12:00:00 AM","Cyberattack","2016-02-26T00:00:00","2016-12-05T00:00:00","Movie Mars, Inc.","Malware","524","Business","Retail","Financial & Banking Information","2017","500-999","300-399",
"9,681","2017 Feb 06 12:00:00 AM","2017 Feb 25 12:00:00 AM","Cyberattack","2016-02-26T00:00:00","2016-12-05T00:00:00","Movie Mars, Inc.","Malware","524","Business","Retail","Name","2017","500-999","300-399",
"9,680","2017 Feb 06 12:00:00 AM","2017 Feb 25 12:00:00 AM","Cyberattack","2016-02-26T00:00:00","2016-12-05T00:00:00","Century, LCC","Malware","639","Business","Retail","Other","2017","500-999","300-399",
"9,680","2017 Feb 06 12:00:00 AM","2017 Feb 25 12:00:00 AM","Cyberattack","2016-02-26T00:00:00","2016-12-05T00:00:00","Century, LCC","Malware","639","Business","Retail","Financial & Banking Information","2017","500-999","300-399",
"9,680","2017 Feb 06 12:00:00 AM","2017 Feb 25 12:00:00 AM","Cyberattack","2016-02-26T00:00:00","2016-12-05T00:00:00","Century, LCC","Malware","639","Business","Retail","Name","2017","500-999","300-399",
"9,679","2017 Feb 06 12:00:00 AM","2017 Feb 25 12:00:00 AM","Cyberattack","2016-02-26T00:00:00","2016-12-05T00:00:00","Plow and Hearth, LLC","Malware","1274","Business","Home","Other","2017","1,000-9,999","300-399",
"9,679","2017 Feb 06 12:00:00 AM","2017 Feb 25 12:00:00 AM","Cyberattack","2016-02-26T00:00:00","2016-12-05T00:00:00","Plow and Hearth, LLC","Malware","1274","Business","Home","Financial & Banking Information","2017","1,000-9,999","300-399",
"9,679","2017 Feb 06 12:00:00 AM","2017 Feb 25 12:00:00 AM","Cyberattack","2016-02-26T00:00:00","2016-12-05T00:00:00","Plow and Hearth, LLC","Malware","1274","Business","Home","Name","2017","1,000-9,999","300-399",
"9,678","2017 Feb 06 12:00:00 AM","2017 Feb 25 12:00:00 AM","Cyberattack","2016-02-26T00:00:00","2016-12-05T00:00:00","Vapour Organic Beauty, LLC","Malware","847","Business","Cosmetic","Other","2017","500-999","300-399",
"9,678","2017 Feb 06 12:00:00 AM","2017 Feb 25 12:00:00 AM","Cyberattack","2016-02-26T00:00:00","2016-12-05T00:00:00","Vapour Organic Beauty, LLC","Malware","847","Business","Cosmetic","Financial & Banking Information","2017","500-999","300-399",
